============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 22 2020  03:35:54 pm
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                        Instance                                          Module                   Cells  Cell Area  Net Area   Total Area 
    csa_tree_U_S7_3_add_91_9_groupi                      csa_tree_U_S7_3_add_91_9_group_281_389       76        451       129          580 
    U_S7_7_add_64_8                                      add_signed_371_811                           94        420       158          578 
    csa_tree_U_S1_5_add_64_8_groupi                      csa_tree_U_S1_5_add_64_8_group_325_376       86        413       158          571 
    csa_tree_U_S5_7_add_64_12_groupi                     csa_tree_U_S5_7_add_64_12_group_293_386      68        445       126          571 
    U_S3_7_add_64_8                                      add_signed_411_796                           98        404       164          567 
    U_S13_7_add_64_8                                     add_signed_411_794                           92        406       158          564 
    U_S6_7_add_64_8                                      add_signed_371_1404                          93        392       156          547 
    csa_tree_U_S4_2_add_91_9_groupi                      csa_tree_U_S4_2_add_91_9_group_303_381       55        442       103          545 
    U_S12_7_add_64_8                                     add_signed_411_795                           94        378       158          536 
    csa_tree_U_S12_3_add_91_9_groupi                     csa_tree_U_S12_3_add_91_9_group_259_401      67        406       122          527 
    U_S11_7_add_64_8                                     add_signed_371_808                           93        371       154          525 
    U_S14_7_add_64_8                                     add_signed_423_779                           92        370       154          524 
    U_S2_7_add_64_8                                      add_signed_423_779_1401                      92        366       153          519 
    csa_tree_U_S2_6_add_64_8_groupi                      csa_tree_U_S2_6_add_64_8_group_313_378       51        434        85          518 
    U_S10_7_add_64_8                                     add_signed_371                               93        360       156          516 
    csa_tree_U_S15_5_add_64_8_groupi                     csa_tree_U_S15_5_add_64_8_group_321_408      72        373       136          508 
    csa_tree_U_S14_3_add_91_9_groupi                     csa_tree_U_S14_3_add_91_9_group_317_404      62        379       108          486 
    csa_tree_U_S2_3_add_91_9_groupi                      csa_tree_U_S2_3_add_91_9_group_319_377       61        358       106          465 
