============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 24 2020  03:31:13 am
  Module:                 top_level
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage    Internal  
       Gate         Instances     Area    Power (uW)  Power (uW)     Library    
HS65_LS_OR2ABX9            35     127.400      0.152      19.014    CORE65LPSVT 
HS65_LS_OR2X18            213     775.320      2.078     198.052    CORE65LPSVT 
HS65_LS_OR2X27             30     171.600      0.434      38.460    CORE65LPSVT 
HS65_LS_OR2X35              7      43.680      0.145      10.875    CORE65LPSVT 
HS65_LS_OR2X9            2334    7282.080     10.446    1487.609    CORE65LPSVT 
HS65_LS_OR3ABCX9            1       4.680      0.005       0.633    CORE65LPSVT 
HS65_LS_OR3X18              5      23.400      0.045       2.218    CORE65LPSVT 
HS65_LS_OR3X9               8      29.120      0.025       2.525    CORE65LPSVT 
HS65_LS_OR4X14              6      43.680      0.081       2.656    CORE65LPSVT 
HS65_LS_OR4X21              9     102.960      0.208       5.957    CORE65LPSVT 
HS65_LS_OR4X29              2      26.000      0.060       1.747    CORE65LPSVT 
HS65_LS_OR4X7               2      11.440      0.014       0.514    CORE65LPSVT 
HS65_LS_PAO2X18            31     177.320      0.339      29.610    CORE65LPSVT 
HS65_LS_PAO2X27             1       9.880      0.018       1.279    CORE65LPSVT 
HS65_LS_PAO2X9           3257   15242.760     14.998    4966.113    CORE65LPSVT 
HS65_LS_PAOI2X1           617    2245.880      0.736     183.148    CORE65LPSVT 
HS65_LS_PAOI2X11           15     117.000      0.134      12.790    CORE65LPSVT 
HS65_LS_PAOI2X17            5      54.600      0.078       6.151    CORE65LPSVT 
HS65_LS_PAOI2X3             1       4.160      0.002       0.420    CORE65LPSVT 
HS65_LS_PAOI2X6           990    4118.400      4.270     674.430    CORE65LPSVT 
HS65_LS_PAOI2X8             9      70.200      0.053       9.563    CORE65LPSVT 
HS65_LS_SDFPRQNX18          6      78.000      0.084      24.202    CORE65LPSVT 
HS65_LS_SDFPRQNX4         663    8274.240      6.593    2389.243    CORE65LPSVT 
HS65_LS_SDFPRQNX9          12     149.760      0.131      44.144    CORE65LPSVT 
HS65_LS_SDFPRQX18          15     195.000      0.212      57.906    CORE65LPSVT 
HS65_LS_SDFPRQX4           30     374.400      0.295     108.234    CORE65LPSVT 
HS65_LS_SDFPRQX9         2285   28516.800     24.872   17037.717    CORE65LPSVT 
HS65_LS_XNOR2X18          694    4691.440     15.242    1683.498    CORE65LPSVT 
HS65_LS_XNOR2X27           76     790.400      2.406     262.542    CORE65LPSVT 
HS65_LS_XNOR2X35           32     366.080      1.390     156.929    CORE65LPSVT 
HS65_LS_XNOR2X4           273    1277.640      1.547     213.615    CORE65LPSVT 
HS65_LS_XNOR2X9           985    5122.000      9.637    1221.689    CORE65LPSVT 
HS65_LS_XNOR3X18            1      11.960      0.017       2.736    CORE65LPSVT 
HS65_LS_XOR2X18           631    4265.560     13.868    1439.721    CORE65LPSVT 
HS65_LS_XOR2X27           107    1112.800      3.415     330.759    CORE65LPSVT 
HS65_LS_XOR2X35            87     995.280      3.814     334.680    CORE65LPSVT 
HS65_LS_XOR2X4            623    2915.640      3.715     479.462    CORE65LPSVT 
HS65_LS_XOR2X9           1327    6900.400     13.105    1718.171    CORE65LPSVT 
HS65_LS_XOR3X18             6      68.640      0.094      13.301    CORE65LPSVT 
HS65_LS_XOR3X27             4      62.400      0.095      16.427    CORE65LPSVT 
HS65_LS_XOR3X9           2483   23240.880     18.145    2936.177    CORE65LPSVT 
--------------------------------------------------------------------------------
total                  159359  933336.040   1009.566  236165.298                


                                             Leakage  Leakage  Internal  Internal 
     Type      Instances    Area    Area % Power (uW) Power % Power (uW)  Power % 
----------------------------------------------------------------------------------
sequential          6072  69422.600    7.4     58.943     5.8  38495.529     16.3 
inverter           32058  60802.560    6.5    133.219    13.2   8497.241      3.6 
buffer              1422   7571.720    0.8     30.023     3.0   1591.305      0.7 
logic             119807 795539.160   85.2    787.381    78.0 187581.223     79.4 
physical_cells         0      0.000    0.0      0.000     0.0      0.000      0.0 
----------------------------------------------------------------------------------
total             159359 933336.040  100.0   1009.566   100.0 236165.298    100.0 

